number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5

successful step! iteration = 1462 , error before = 19114.476138 , error next = 19114.175832 , error change = 0.300306 , lambda = 0.200000 , time consumption = 0.469132s

unsuccessful step! iteration = 1463 , error before = 19114.175832 , error next = 19114.554360 , error change = -0.378527 , lambda = 2.000000 , time consumption = 0.466848s

successful step! iteration = 1464 , error before = 19114.175832 , error next = 19113.879108 , error change = 0.296725 , lambda = 0.200000 , time consumption = 0.466113s

unsuccessful step! iteration = 1465 , error before = 19113.879108 , error next = 19114.253121 , error change = -0.374013 , lambda = 2.000000 , time consumption = 0.466354s

successful step! iteration = 1466 , error before = 19113.879108 , error next = 19113.585921 , error change = 0.293186 , lambda = 0.200000 , time consumption = 0.473498s

unsuccessful step! iteration = 1467 , error before = 19113.585921 , error next = 19113.955474 , error change = -0.369553 , lambda = 2.000000 , time consumption = 0.469486s

successful step! iteration = 1468 , error before = 19113.585921 , error next = 19113.296232 , error change = 0.289690 , lambda = 0.200000 , time consumption = 0.471437s

unsuccessful step! iteration = 1469 , error before = 19113.296232 , error next = 19113.661377 , error change = -0.365146 , lambda = 2.000000 , time consumption = 0.474664s

successful step! iteration = 1470 , error before = 19113.296232 , error next = 19113.009997 , error change = 0.286235 , lambda = 0.200000 , time consumption = 0.474907s

unsuccessful step! iteration = 1471 , error before = 19113.009997 , error next = 19113.370788 , error change = -0.360791 , lambda = 2.000000 , time consumption = 0.472492s

successful step! iteration = 1472 , error before = 19113.009997 , error next = 19112.727176 , error change = 0.282821 , lambda = 0.200000 , time consumption = 0.478347s

unsuccessful step! iteration = 1473 , error before = 19112.727176 , error next = 19113.083664 , error change = -0.356488 , lambda = 2.000000 , time consumption = 0.474891s

successful step! iteration = 1474 , error before = 19112.727176 , error next = 19112.447728 , error change = 0.279448 , lambda = 0.200000 , time consumption = 0.478491s

unsuccessful step! iteration = 1475 , error before = 19112.447728 , error next = 19112.799964 , error change = -0.352236 , lambda = 2.000000 , time consumption = 0.472787s

successful step! iteration = 1476 , error before = 19112.447728 , error next = 19112.171614 , error change = 0.276114 , lambda = 0.200000 , time consumption = 0.470004s

unsuccessful step! iteration = 1477 , error before = 19112.171614 , error next = 19112.519648 , error change = -0.348035 , lambda = 2.000000 , time consumption = 0.470622s

successful step! iteration = 1478 , error before = 19112.171614 , error next = 19111.898793 , error change = 0.272821 , lambda = 0.200000 , time consumption = 0.470869s

unsuccessful step! iteration = 1479 , error before = 19111.898793 , error next = 19112.242676 , error change = -0.343883 , lambda = 2.000000 , time consumption = 0.469102s

successful step! iteration = 1480 , error before = 19111.898793 , error next = 19111.629226 , error change = 0.269567 , lambda = 0.200000 , time consumption = 0.469018s

unsuccessful step! iteration = 1481 , error before = 19111.629226 , error next = 19111.969008 , error change = -0.339781 , lambda = 2.000000 , time consumption = 0.472584s

successful step! iteration = 1482 , error before = 19111.629226 , error next = 19111.362875 , error change = 0.266351 , lambda = 0.200000 , time consumption = 0.471062s

unsuccessful step! iteration = 1483 , error before = 19111.362875 , error next = 19111.698604 , error change = -0.335728 , lambda = 2.000000 , time consumption = 0.473840s

successful step! iteration = 1484 , error before = 19111.362875 , error next = 19111.099702 , error change = 0.263173 , lambda = 0.200000 , time consumption = 0.473440s

unsuccessful step! iteration = 1485 , error before = 19111.099702 , error next = 19111.431425 , error change = -0.331723 , lambda = 2.000000 , time consumption = 0.463533s

successful step! iteration = 1486 , error before = 19111.099702 , error next = 19110.839668 , error change = 0.260034 , lambda = 0.200000 , time consumption = 0.468063s

unsuccessful step! iteration = 1487 , error before = 19110.839668 , error next = 19111.167434 , error change = -0.327766 , lambda = 2.000000 , time consumption = 0.462299s

successful step! iteration = 1488 , error before = 19110.839668 , error next = 19110.582737 , error change = 0.256932 , lambda = 0.200000 , time consumption = 0.467998s

unsuccessful step! iteration = 1489 , error before = 19110.582737 , error next = 19110.906592 , error change = -0.323856 , lambda = 2.000000 , time consumption = 0.469469s

successful step! iteration = 1490 , error before = 19110.582737 , error next = 19110.328870 , error change = 0.253866 , lambda = 0.200000 , time consumption = 0.468786s

unsuccessful step! iteration = 1491 , error before = 19110.328870 , error next = 19110.648862 , error change = -0.319992 , lambda = 2.000000 , time consumption = 0.466343s

successful step! iteration = 1492 , error before = 19110.328870 , error next = 19110.078033 , error change = 0.250837 , lambda = 0.200000 , time consumption = 0.468207s

unsuccessful step! iteration = 1493 , error before = 19110.078033 , error next = 19110.394207 , error change = -0.316174 , lambda = 2.000000 , time consumption = 0.484348s

successful step! iteration = 1494 , error before = 19110.078033 , error next = 19109.830189 , error change = 0.247844 , lambda = 0.200000 , time consumption = 0.471198s

unsuccessful step! iteration = 1495 , error before = 19109.830189 , error next = 19110.142590 , error change = -0.312402 , lambda = 2.000000 , time consumption = 0.469978s

successful step! iteration = 1496 , error before = 19109.830189 , error next = 19109.585302 , error change = 0.244887 , lambda = 0.200000 , time consumption = 0.468613s

unsuccessful step! iteration = 1497 , error before = 19109.585302 , error next = 19109.893976 , error change = -0.308674 , lambda = 2.000000 , time consumption = 0.471538s

successful step! iteration = 1498 , error before = 19109.585302 , error next = 19109.343337 , error change = 0.241965 , lambda = 0.200000 , time consumption = 0.473859s

unsuccessful step! iteration = 1499 , error before = 19109.343337 , error next = 19109.648327 , error change = -0.304991 , lambda = 2.000000 , time consumption = 0.483264s

successful step! iteration = 1500 , error before = 19109.343337 , error next = 19109.104259 , error change = 0.239078 , lambda = 0.200000 , time consumption = 0.476648s

unsuccessful step! iteration = 1501 , error before = 19109.104259 , error next = 19109.405610 , error change = -0.301351 , lambda = 2.000000 , time consumption = 0.479417s

successful step! iteration = 1502 , error before = 19109.104259 , error next = 19108.868034 , error change = 0.236225 , lambda = 0.200000 , time consumption = 0.466179s

unsuccessful step! iteration = 1503 , error before = 19108.868034 , error next = 19109.165790 , error change = -0.297755 , lambda = 2.000000 , time consumption = 0.464556s

successful step! iteration = 1504 , error before = 19108.868034 , error next = 19108.634628 , error change = 0.233406 , lambda = 0.200000 , time consumption = 0.464568s

unsuccessful step! iteration = 1505 , error before = 19108.634628 , error next = 19108.928831 , error change = -0.294202 , lambda = 2.000000 , time consumption = 0.466964s

successful step! iteration = 1506 , error before = 19108.634628 , error next = 19108.404008 , error change = 0.230620 , lambda = 0.200000 , time consumption = 0.465637s

unsuccessful step! iteration = 1507 , error before = 19108.404008 , error next = 19108.694699 , error change = -0.290691 , lambda = 2.000000 , time consumption = 0.462998s

successful step! iteration = 1508 , error before = 19108.404008 , error next = 19108.176140 , error change = 0.227868 , lambda = 0.200000 , time consumption = 0.484979s

unsuccessful step! iteration = 1509 , error before = 19108.176140 , error next = 19108.463362 , error change = -0.287222 , lambda = 2.000000 , time consumption = 0.469920s

successful step! iteration = 1510 , error before = 19108.176140 , error next = 19107.950992 , error change = 0.225148 , lambda = 0.200000 , time consumption = 0.470672s

unsuccessful step! iteration = 1511 , error before = 19107.950992 , error next = 19108.234786 , error change = -0.283794 , lambda = 2.000000 , time consumption = 0.473505s

successful step! iteration = 1512 , error before = 19107.950992 , error next = 19107.728531 , error change = 0.222461 , lambda = 0.200000 , time consumption = 0.470464s

unsuccessful step! iteration = 1513 , error before = 19107.728531 , error next = 19108.008938 , error change = -0.280407 , lambda = 2.000000 , time consumption = 0.464145s

successful step! iteration = 1514 , error before = 19107.728531 , error next = 19107.508725 , error change = 0.219806 , lambda = 0.200000 , time consumption = 0.464428s

unsuccessful step! iteration = 1515 , error before = 19107.508725 , error next = 19107.785785 , error change = -0.277060 , lambda = 2.000000 , time consumption = 0.463068s

successful step! iteration = 1516 , error before = 19107.508725 , error next = 19107.291542 , error change = 0.217182 , lambda = 0.200000 , time consumption = 0.468024s

unsuccessful step! iteration = 1517 , error before = 19107.291542 , error next = 19107.565296 , error change = -0.273753 , lambda = 2.000000 , time consumption = 0.465932s

successful step! iteration = 1518 , error before = 19107.291542 , error next = 19107.076952 , error change = 0.214590 , lambda = 0.200000 , time consumption = 0.465378s

unsuccessful step! iteration = 1519 , error before = 19107.076952 , error next = 19107.347438 , error change = -0.270486 , lambda = 2.000000 , time consumption = 0.465123s

successful step! iteration = 1520 , error before = 19107.076952 , error next = 19106.864924 , error change = 0.212029 , lambda = 0.200000 , time consumption = 0.466623s

unsuccessful step! iteration = 1521 , error before = 19106.864924 , error next = 19107.132181 , error change = -0.267257 , lambda = 2.000000 , time consumption = 0.464936s

successful step! iteration = 1522 , error before = 19106.864924 , error next = 19106.655426 , error change = 0.209497 , lambda = 0.200000 , time consumption = 0.465686s

unsuccessful step! iteration = 1523 , error before = 19106.655426 , error next = 19106.919493 , error change = -0.264067 , lambda = 2.000000 , time consumption = 0.464515s

successful step! iteration = 1524 , error before = 19106.655426 , error next = 19106.448430 , error change = 0.206997 , lambda = 0.200000 , time consumption = 0.466511s

unsuccessful step! iteration = 1525 , error before = 19106.448430 , error next = 19106.709344 , error change = -0.260915 , lambda = 2.000000 , time consumption = 0.465376s

successful step! iteration = 1526 , error before = 19106.448430 , error next = 19106.243904 , error change = 0.204526 , lambda = 0.200000 , time consumption = 0.464110s

unsuccessful step! iteration = 1527 , error before = 19106.243904 , error next = 19106.501704 , error change = -0.257800 , lambda = 2.000000 , time consumption = 0.465417s

successful step! iteration = 1528 , error before = 19106.243904 , error next = 19106.041820 , error change = 0.202084 , lambda = 0.200000 , time consumption = 0.465126s

unsuccessful step! iteration = 1529 , error before = 19106.041820 , error next = 19106.296542 , error change = -0.254722 , lambda = 2.000000 , time consumption = 0.464966s

successful step! iteration = 1530 , error before = 19106.041820 , error next = 19105.842149 , error change = 0.199671 , lambda = 0.200000 , time consumption = 0.463601s

unsuccessful step! iteration = 1531 , error before = 19105.842149 , error next = 19106.093830 , error change = -0.251681 , lambda = 2.000000 , time consumption = 0.463821s

successful step! iteration = 1532 , error before = 19105.842149 , error next = 19105.644862 , error change = 0.197287 , lambda = 0.200000 , time consumption = 0.463955s

unsuccessful step! iteration = 1533 , error before = 19105.644862 , error next = 19105.893538 , error change = -0.248676 , lambda = 2.000000 , time consumption = 0.464629s

successful step! iteration = 1534 , error before = 19105.644862 , error next = 19105.449930 , error change = 0.194932 , lambda = 0.200000 , time consumption = 0.468004s

unsuccessful step! iteration = 1535 , error before = 19105.449930 , error next = 19105.695637 , error change = -0.245707 , lambda = 2.000000 , time consumption = 0.467185s

successful step! iteration = 1536 , error before = 19105.449930 , error next = 19105.257325 , error change = 0.192604 , lambda = 0.200000 , time consumption = 0.469746s

unsuccessful step! iteration = 1537 , error before = 19105.257325 , error next = 19105.500099 , error change = -0.242774 , lambda = 2.000000 , time consumption = 0.471994s

successful step! iteration = 1538 , error before = 19105.257325 , error next = 19105.067021 , error change = 0.190305 , lambda = 0.200000 , time consumption = 0.468794s

unsuccessful step! iteration = 1539 , error before = 19105.067021 , error next = 19105.306896 , error change = -0.239875 , lambda = 2.000000 , time consumption = 0.469234s

successful step! iteration = 1540 , error before = 19105.067021 , error next = 19104.878988 , error change = 0.188032 , lambda = 0.200000 , time consumption = 0.481213s

unsuccessful step! iteration = 1541 , error before = 19104.878988 , error next = 19105.115999 , error change = -0.237011 , lambda = 2.000000 , time consumption = 0.472483s

successful step! iteration = 1542 , error before = 19104.878988 , error next = 19104.693201 , error change = 0.185787 , lambda = 0.200000 , time consumption = 0.484072s

unsuccessful step! iteration = 1543 , error before = 19104.693201 , error next = 19104.927382 , error change = -0.234181 , lambda = 2.000000 , time consumption = 0.468840s

successful step! iteration = 1544 , error before = 19104.693201 , error next = 19104.509633 , error change = 0.183569 , lambda = 0.200000 , time consumption = 0.483026s

unsuccessful step! iteration = 1545 , error before = 19104.509633 , error next = 19104.741017 , error change = -0.231384 , lambda = 2.000000 , time consumption = 0.469134s

successful step! iteration = 1546 , error before = 19104.509633 , error next = 19104.328256 , error change = 0.181376 , lambda = 0.200000 , time consumption = 0.468745s

unsuccessful step! iteration = 1547 , error before = 19104.328256 , error next = 19104.556878 , error change = -0.228621 , lambda = 2.000000 , time consumption = 0.474840s

successful step! iteration = 1548 , error before = 19104.328256 , error next = 19104.149046 , error change = 0.179211 , lambda = 0.200000 , time consumption = 0.471929s

unsuccessful step! iteration = 1549 , error before = 19104.149046 , error next = 19104.374937 , error change = -0.225891 , lambda = 2.000000 , time consumption = 0.467208s

successful step! iteration = 1550 , error before = 19104.149046 , error next = 19103.971975 , error change = 0.177070 , lambda = 0.200000 , time consumption = 0.471254s

unsuccessful step! iteration = 1551 , error before = 19103.971975 , error next = 19104.195169 , error change = -0.223194 , lambda = 2.000000 , time consumption = 0.469794s

successful step! iteration = 1552 , error before = 19103.971975 , error next = 19103.797020 , error change = 0.174956 , lambda = 0.200000 , time consumption = 0.469635s

unsuccessful step! iteration = 1553 , error before = 19103.797020 , error next = 19104.017548 , error change = -0.220528 , lambda = 2.000000 , time consumption = 0.466949s

successful step! iteration = 1554 , error before = 19103.797020 , error next = 19103.624154 , error change = 0.172866 , lambda = 0.200000 , time consumption = 0.464755s

unsuccessful step! iteration = 1555 , error before = 19103.624154 , error next = 19103.842048 , error change = -0.217894 , lambda = 2.000000 , time consumption = 0.469881s

successful step! iteration = 1556 , error before = 19103.624154 , error next = 19103.453352 , error change = 0.170802 , lambda = 0.200000 , time consumption = 0.479547s

unsuccessful step! iteration = 1557 , error before = 19103.453352 , error next = 19103.668644 , error change = -0.215292 , lambda = 2.000000 , time consumption = 0.467027s

successful step! iteration = 1558 , error before = 19103.453352 , error next = 19103.284591 , error change = 0.168762 , lambda = 0.200000 , time consumption = 0.470519s

unsuccessful step! iteration = 1559 , error before = 19103.284591 , error next = 19103.497311 , error change = -0.212721 , lambda = 2.000000 , time consumption = 0.481668s

successful step! iteration = 1560 , error before = 19103.284591 , error next = 19103.117845 , error change = 0.166746 , lambda = 0.200000 , time consumption = 0.475815s

unsuccessful step! iteration = 1561 , error before = 19103.117845 , error next = 19103.328025 , error change = -0.210180 , lambda = 2.000000 , time consumption = 0.464148s

successful step! iteration = 1562 , error before = 19103.117845 , error next = 19102.953090 , error change = 0.164754 , lambda = 0.200000 , time consumption = 0.463543s

unsuccessful step! iteration = 1563 , error before = 19102.953090 , error next = 19103.160760 , error change = -0.207669 , lambda = 2.000000 , time consumption = 0.468539s

successful step! iteration = 1564 , error before = 19102.953090 , error next = 19102.790304 , error change = 0.162786 , lambda = 0.200000 , time consumption = 0.466383s

unsuccessful step! iteration = 1565 , error before = 19102.790304 , error next = 19102.995493 , error change = -0.205189 , lambda = 2.000000 , time consumption = 0.469271s

successful step! iteration = 1566 , error before = 19102.790304 , error next = 19102.629462 , error change = 0.160842 , lambda = 0.200000 , time consumption = 0.477072s

unsuccessful step! iteration = 1567 , error before = 19102.629462 , error next = 19102.832200 , error change = -0.202738 , lambda = 2.000000 , time consumption = 0.470743s

successful step! iteration = 1568 , error before = 19102.629462 , error next = 19102.470542 , error change = 0.158920 , lambda = 0.200000 , time consumption = 0.484027s

unsuccessful step! iteration = 1569 , error before = 19102.470542 , error next = 19102.670858 , error change = -0.200316 , lambda = 2.000000 , time consumption = 0.467040s

successful step! iteration = 1570 , error before = 19102.470542 , error next = 19102.313520 , error change = 0.157022 , lambda = 0.200000 , time consumption = 0.475323s

unsuccessful step! iteration = 1571 , error before = 19102.313520 , error next = 19102.511443 , error change = -0.197923 , lambda = 2.000000 , time consumption = 0.467012s

successful step! iteration = 1572 , error before = 19102.313520 , error next = 19102.158374 , error change = 0.155146 , lambda = 0.200000 , time consumption = 0.468126s

unsuccessful step! iteration = 1573 , error before = 19102.158374 , error next = 19102.353932 , error change = -0.195559 , lambda = 2.000000 , time consumption = 0.467611s

successful step! iteration = 1574 , error before = 19102.158374 , error next = 19102.005081 , error change = 0.153293 , lambda = 0.200000 , time consumption = 0.468664s

unsuccessful step! iteration = 1575 , error before = 19102.005081 , error next = 19102.198303 , error change = -0.193223 , lambda = 2.000000 , time consumption = 0.464865s

successful step! iteration = 1576 , error before = 19102.005081 , error next = 19101.853619 , error change = 0.151462 , lambda = 0.200000 , time consumption = 0.468706s

unsuccessful step! iteration = 1577 , error before = 19101.853619 , error next = 19102.044534 , error change = -0.190914 , lambda = 2.000000 , time consumption = 0.462742s

successful step! iteration = 1578 , error before = 19101.853619 , error next = 19101.703967 , error change = 0.149652 , lambda = 0.200000 , time consumption = 0.461559s

unsuccessful step! iteration = 1579 , error before = 19101.703967 , error next = 19101.892601 , error change = -0.188634 , lambda = 2.000000 , time consumption = 0.458162s

successful step! iteration = 1580 , error before = 19101.703967 , error next = 19101.556103 , error change = 0.147864 , lambda = 0.200000 , time consumption = 0.457801s

unsuccessful step! iteration = 1581 , error before = 19101.556103 , error next = 19101.742483 , error change = -0.186380 , lambda = 2.000000 , time consumption = 0.467969s

successful step! iteration = 1582 , error before = 19101.556103 , error next = 19101.410006 , error change = 0.146097 , lambda = 0.200000 , time consumption = 0.468321s

unsuccessful step! iteration = 1583 , error before = 19101.410006 , error next = 19101.594159 , error change = -0.184153 , lambda = 2.000000 , time consumption = 0.466207s

successful step! iteration = 1584 , error before = 19101.410006 , error next = 19101.265654 , error change = 0.144352 , lambda = 0.200000 , time consumption = 0.456246s

unsuccessful step! iteration = 1585 , error before = 19101.265654 , error next = 19101.447607 , error change = -0.181953 , lambda = 2.000000 , time consumption = 0.457727s

successful step! iteration = 1586 , error before = 19101.265654 , error next = 19101.123027 , error change = 0.142627 , lambda = 0.200000 , time consumption = 0.457280s

unsuccessful step! iteration = 1587 , error before = 19101.123027 , error next = 19101.302806 , error change = -0.179779 , lambda = 2.000000 , time consumption = 0.458634s

successful step! iteration = 1588 , error before = 19101.123027 , error next = 19100.982104 , error change = 0.140923 , lambda = 0.200000 , time consumption = 0.458965s

unsuccessful step! iteration = 1589 , error before = 19100.982104 , error next = 19101.159735 , error change = -0.177631 , lambda = 2.000000 , time consumption = 0.468644s

successful step! iteration = 1590 , error before = 19100.982104 , error next = 19100.842865 , error change = 0.139239 , lambda = 0.200000 , time consumption = 0.463950s

unsuccessful step! iteration = 1591 , error before = 19100.842865 , error next = 19101.018373 , error change = -0.175508 , lambda = 2.000000 , time consumption = 0.462036s

successful step! iteration = 1592 , error before = 19100.842865 , error next = 19100.705289 , error change = 0.137575 , lambda = 0.200000 , time consumption = 0.463561s

unsuccessful step! iteration = 1593 , error before = 19100.705289 , error next = 19100.878701 , error change = -0.173411 , lambda = 2.000000 , time consumption = 0.466114s

successful step! iteration = 1594 , error before = 19100.705289 , error next = 19100.569358 , error change = 0.135931 , lambda = 0.200000 , time consumption = 0.465561s

unsuccessful step! iteration = 1595 , error before = 19100.569358 , error next = 19100.740697 , error change = -0.171339 , lambda = 2.000000 , time consumption = 0.466436s

successful step! iteration = 1596 , error before = 19100.569358 , error next = 19100.435051 , error change = 0.134307 , lambda = 0.200000 , time consumption = 0.465787s

unsuccessful step! iteration = 1597 , error before = 19100.435051 , error next = 19100.604343 , error change = -0.169292 , lambda = 2.000000 , time consumption = 0.464883s

successful step! iteration = 1598 , error before = 19100.435051 , error next = 19100.302349 , error change = 0.132702 , lambda = 0.200000 , time consumption = 0.465647s

unsuccessful step! iteration = 1599 , error before = 19100.302349 , error next = 19100.469618 , error change = -0.167269 , lambda = 2.000000 , time consumption = 0.465150s

successful step! iteration = 1600 , error before = 19100.302349 , error next = 19100.171233 , error change = 0.131116 , lambda = 0.200000 , time consumption = 0.465559s

unsuccessful step! iteration = 1601 , error before = 19100.171233 , error next = 19100.336503 , error change = -0.165270 , lambda = 2.000000 , time consumption = 0.466862s

successful step! iteration = 1602 , error before = 19100.171233 , error next = 19100.041684 , error change = 0.129549 , lambda = 0.200000 , time consumption = 0.465920s

unsuccessful step! iteration = 1603 , error before = 19100.041684 , error next = 19100.204978 , error change = -0.163295 , lambda = 2.000000 , time consumption = 0.465334s

successful step! iteration = 1604 , error before = 19100.041684 , error next = 19099.913683 , error change = 0.128001 , lambda = 0.200000 , time consumption = 0.465935s

unsuccessful step! iteration = 1605 , error before = 19099.913683 , error next = 19100.075026 , error change = -0.161343 , lambda = 2.000000 , time consumption = 0.469300s

successful step! iteration = 1606 , error before = 19099.913683 , error next = 19099.787212 , error change = 0.126471 , lambda = 0.200000 , time consumption = 0.469229s

unsuccessful step! iteration = 1607 , error before = 19099.787212 , error next = 19099.946627 , error change = -0.159415 , lambda = 2.000000 , time consumption = 0.469086s

successful step! iteration = 1608 , error before = 19099.787212 , error next = 19099.662252 , error change = 0.124960 , lambda = 0.200000 , time consumption = 0.472299s

unsuccessful step! iteration = 1609 , error before = 19099.662252 , error next = 19099.819762 , error change = -0.157510 , lambda = 2.000000 , time consumption = 0.471222s

successful step! iteration = 1610 , error before = 19099.662252 , error next = 19099.538786 , error change = 0.123466 , lambda = 0.200000 , time consumption = 0.466272s

unsuccessful step! iteration = 1611 , error before = 19099.538786 , error next = 19099.694413 , error change = -0.155627 , lambda = 2.000000 , time consumption = 0.470448s

successful step! iteration = 1612 , error before = 19099.538786 , error next = 19099.416795 , error change = 0.121990 , lambda = 0.200000 , time consumption = 0.469180s

unsuccessful step! iteration = 1613 , error before = 19099.416795 , error next = 19099.570562 , error change = -0.153767 , lambda = 2.000000 , time consumption = 0.473809s

successful step! iteration = 1614 , error before = 19099.416795 , error next = 19099.296263 , error change = 0.120532 , lambda = 0.200000 , time consumption = 0.473287s

unsuccessful step! iteration = 1615 , error before = 19099.296263 , error next = 19099.448192 , error change = -0.151929 , lambda = 2.000000 , time consumption = 0.469970s

successful step! iteration = 1616 , error before = 19099.296263 , error next = 19099.177171 , error change = 0.119092 , lambda = 0.200000 , time consumption = 0.470063s

unsuccessful step! iteration = 1617 , error before = 19099.177171 , error next = 19099.327285 , error change = -0.150113 , lambda = 2.000000 , time consumption = 0.478936s

successful step! iteration = 1618 , error before = 19099.177171 , error next = 19099.059503 , error change = 0.117668 , lambda = 0.200000 , time consumption = 0.467915s

unsuccessful step! iteration = 1619 , error before = 19099.059503 , error next = 19099.207822 , error change = -0.148319 , lambda = 2.000000 , time consumption = 0.472426s

successful step! iteration = 1620 , error before = 19099.059503 , error next = 19098.943242 , error change = 0.116262 , lambda = 0.200000 , time consumption = 0.468324s

unsuccessful step! iteration = 1621 , error before = 19098.943242 , error next = 19099.089788 , error change = -0.146546 , lambda = 2.000000 , time consumption = 0.470105s

successful step! iteration = 1622 , error before = 19098.943242 , error next = 19098.828370 , error change = 0.114872 , lambda = 0.200000 , time consumption = 0.465942s

unsuccessful step! iteration = 1623 , error before = 19098.828370 , error next = 19098.973164 , error change = -0.144794 , lambda = 2.000000 , time consumption = 0.489967s

successful step! iteration = 1624 , error before = 19098.828370 , error next = 19098.714871 , error change = 0.113499 , lambda = 0.200000 , time consumption = 0.475476s

unsuccessful step! iteration = 1625 , error before = 19098.714871 , error next = 19098.857935 , error change = -0.143063 , lambda = 2.000000 , time consumption = 0.473228s

successful step! iteration = 1626 , error before = 19098.714871 , error next = 19098.602729 , error change = 0.112142 , lambda = 0.200000 , time consumption = 0.469611s

unsuccessful step! iteration = 1627 , error before = 19098.602729 , error next = 19098.744082 , error change = -0.141353 , lambda = 2.000000 , time consumption = 0.502188s

successful step! iteration = 1628 , error before = 19098.602729 , error next = 19098.491928 , error change = 0.110801 , lambda = 0.200000 , time consumption = 0.464873s

unsuccessful step! iteration = 1629 , error before = 19098.491928 , error next = 19098.631591 , error change = -0.139663 , lambda = 2.000000 , time consumption = 0.464066s

successful step! iteration = 1630 , error before = 19098.491928 , error next = 19098.382451 , error change = 0.109477 , lambda = 0.200000 , time consumption = 0.465771s

unsuccessful step! iteration = 1631 , error before = 19098.382451 , error next = 19098.520445 , error change = -0.137994 , lambda = 2.000000 , time consumption = 0.464547s

successful step! iteration = 1632 , error before = 19098.382451 , error next = 19098.274283 , error change = 0.108168 , lambda = 0.200000 , time consumption = 0.474127s

unsuccessful step! iteration = 1633 , error before = 19098.274283 , error next = 19098.410627 , error change = -0.136344 , lambda = 2.000000 , time consumption = 0.468713s

successful step! iteration = 1634 , error before = 19098.274283 , error next = 19098.167409 , error change = 0.106875 , lambda = 0.200000 , time consumption = 0.469109s

unsuccessful step! iteration = 1635 , error before = 19098.167409 , error next = 19098.302123 , error change = -0.134714 , lambda = 2.000000 , time consumption = 0.477194s

successful step! iteration = 1636 , error before = 19098.167409 , error next = 19098.061812 , error change = 0.105597 , lambda = 0.200000 , time consumption = 0.465538s

unsuccessful step! iteration = 1637 , error before = 19098.061812 , error next = 19098.194915 , error change = -0.133103 , lambda = 2.000000 , time consumption = 0.473358s

successful step! iteration = 1638 , error before = 19098.061812 , error next = 19097.957477 , error change = 0.104334 , lambda = 0.200000 , time consumption = 0.486084s

unsuccessful step! iteration = 1639 , error before = 19097.957477 , error next = 19098.088989 , error change = -0.131512 , lambda = 2.000000 , time consumption = 0.461426s

successful step! iteration = 1640 , error before = 19097.957477 , error next = 19097.854390 , error change = 0.103087 , lambda = 0.200000 , time consumption = 0.468152s

unsuccessful step! iteration = 1641 , error before = 19097.854390 , error next = 19097.984330 , error change = -0.129940 , lambda = 2.000000 , time consumption = 0.471990s

successful step! iteration = 1642 , error before = 19097.854390 , error next = 19097.752536 , error change = 0.101854 , lambda = 0.200000 , time consumption = 0.470357s

unsuccessful step! iteration = 1643 , error before = 19097.752536 , error next = 19097.880922 , error change = -0.128386 , lambda = 2.000000 , time consumption = 0.467426s

successful step! iteration = 1644 , error before = 19097.752536 , error next = 19097.651899 , error change = 0.100637 , lambda = 0.200000 , time consumption = 0.466617s

unsuccessful step! iteration = 1645 , error before = 19097.651899 , error next = 19097.778750 , error change = -0.126851 , lambda = 2.000000 , time consumption = 0.466084s

successful step! iteration = 1646 , error before = 19097.651899 , error next = 19097.552466 , error change = 0.099433 , lambda = 0.200000 , time consumption = 0.466511s

unsuccessful step! iteration = 1647 , error before = 19097.552466 , error next = 19097.677800 , error change = -0.125334 , lambda = 2.000000 , time consumption = 0.465233s

successful step! iteration = 1648 , error before = 19097.552466 , error next = 19097.454221 , error change = 0.098244 , lambda = 0.200000 , time consumption = 0.463460s

unsuccessful step! iteration = 1649 , error before = 19097.454221 , error next = 19097.578057 , error change = -0.123836 , lambda = 2.000000 , time consumption = 0.461506s

successful step! iteration = 1650 , error before = 19097.454221 , error next = 19097.357152 , error change = 0.097070 , lambda = 0.200000 , time consumption = 0.466774s

unsuccessful step! iteration = 1651 , error before = 19097.357152 , error next = 19097.479507 , error change = -0.122355 , lambda = 2.000000 , time consumption = 0.465834s

successful step! iteration = 1652 , error before = 19097.357152 , error next = 19097.261243 , error change = 0.095909 , lambda = 0.200000 , time consumption = 0.467720s

unsuccessful step! iteration = 1653 , error before = 19097.261243 , error next = 19097.382135 , error change = -0.120892 , lambda = 2.000000 , time consumption = 0.467480s

successful step! iteration = 1654 , error before = 19097.261243 , error next = 19097.166481 , error change = 0.094762 , lambda = 0.200000 , time consumption = 0.468213s

unsuccessful step! iteration = 1655 , error before = 19097.166481 , error next = 19097.285927 , error change = -0.119446 , lambda = 2.000000 , time consumption = 0.463142s

successful step! iteration = 1656 , error before = 19097.166481 , error next = 19097.072852 , error change = 0.093629 , lambda = 0.200000 , time consumption = 0.470126s

unsuccessful step! iteration = 1657 , error before = 19097.072852 , error next = 19097.190870 , error change = -0.118018 , lambda = 2.000000 , time consumption = 0.475510s

