number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10

successful step! iteration = 2170 , error before = 19089.698763 , error next = 19089.694533 , error change = 0.004230 , lambda = 0.200000 , time consumption = 0.478653s

unsuccessful step! iteration = 2171 , error before = 19089.694533 , error next = 19089.699864 , error change = -0.005331 , lambda = 2.000000 , time consumption = 0.488667s

successful step! iteration = 2172 , error before = 19089.694533 , error next = 19089.690354 , error change = 0.004179 , lambda = 0.200000 , time consumption = 0.488427s

unsuccessful step! iteration = 2173 , error before = 19089.690354 , error next = 19089.695622 , error change = -0.005267 , lambda = 2.000000 , time consumption = 0.472826s

successful step! iteration = 2174 , error before = 19089.690354 , error next = 19089.686225 , error change = 0.004129 , lambda = 0.200000 , time consumption = 0.474947s

unsuccessful step! iteration = 2175 , error before = 19089.686225 , error next = 19089.691430 , error change = -0.005204 , lambda = 2.000000 , time consumption = 0.480217s

successful step! iteration = 2176 , error before = 19089.686225 , error next = 19089.682146 , error change = 0.004079 , lambda = 0.200000 , time consumption = 0.483064s

unsuccessful step! iteration = 2177 , error before = 19089.682146 , error next = 19089.687288 , error change = -0.005142 , lambda = 2.000000 , time consumption = 0.496266s

successful step! iteration = 2178 , error before = 19089.682146 , error next = 19089.678116 , error change = 0.004030 , lambda = 0.200000 , time consumption = 0.482162s

unsuccessful step! iteration = 2179 , error before = 19089.678116 , error next = 19089.683196 , error change = -0.005080 , lambda = 2.000000 , time consumption = 0.483432s

successful step! iteration = 2180 , error before = 19089.678116 , error next = 19089.674134 , error change = 0.003982 , lambda = 0.200000 , time consumption = 0.485228s

unsuccessful step! iteration = 2181 , error before = 19089.674134 , error next = 19089.679153 , error change = -0.005019 , lambda = 2.000000 , time consumption = 0.486374s

successful step! iteration = 2182 , error before = 19089.674134 , error next = 19089.670200 , error change = 0.003934 , lambda = 0.200000 , time consumption = 0.480167s

unsuccessful step! iteration = 2183 , error before = 19089.670200 , error next = 19089.675159 , error change = -0.004959 , lambda = 2.000000 , time consumption = 0.489069s

successful step! iteration = 2184 , error before = 19089.670200 , error next = 19089.666313 , error change = 0.003887 , lambda = 0.200000 , time consumption = 0.490539s

unsuccessful step! iteration = 2185 , error before = 19089.666313 , error next = 19089.671212 , error change = -0.004900 , lambda = 2.000000 , time consumption = 0.481154s

successful step! iteration = 2186 , error before = 19089.666313 , error next = 19089.662472 , error change = 0.003840 , lambda = 0.200000 , time consumption = 0.487000s

unsuccessful step! iteration = 2187 , error before = 19089.662472 , error next = 19089.667313 , error change = -0.004841 , lambda = 2.000000 , time consumption = 0.484136s

successful step! iteration = 2188 , error before = 19089.662472 , error next = 19089.658678 , error change = 0.003794 , lambda = 0.200000 , time consumption = 0.479273s

unsuccessful step! iteration = 2189 , error before = 19089.658678 , error next = 19089.663461 , error change = -0.004783 , lambda = 2.000000 , time consumption = 0.482405s

successful step! iteration = 2190 , error before = 19089.658678 , error next = 19089.654929 , error change = 0.003749 , lambda = 0.200000 , time consumption = 0.477216s

unsuccessful step! iteration = 2191 , error before = 19089.654929 , error next = 19089.659654 , error change = -0.004725 , lambda = 2.000000 , time consumption = 0.481744s

successful step! iteration = 2192 , error before = 19089.654929 , error next = 19089.651225 , error change = 0.003704 , lambda = 0.200000 , time consumption = 0.484416s

unsuccessful step! iteration = 2193 , error before = 19089.651225 , error next = 19089.655894 , error change = -0.004669 , lambda = 2.000000 , time consumption = 0.481080s

successful step! iteration = 2194 , error before = 19089.651225 , error next = 19089.647566 , error change = 0.003659 , lambda = 0.200000 , time consumption = 0.480929s

unsuccessful step! iteration = 2195 , error before = 19089.647566 , error next = 19089.652178 , error change = -0.004613 , lambda = 2.000000 , time consumption = 0.479721s

successful step! iteration = 2196 , error before = 19089.647566 , error next = 19089.643950 , error change = 0.003616 , lambda = 0.200000 , time consumption = 0.483849s

unsuccessful step! iteration = 2197 , error before = 19089.643950 , error next = 19089.648507 , error change = -0.004557 , lambda = 2.000000 , time consumption = 0.483908s

successful step! iteration = 2198 , error before = 19089.643950 , error next = 19089.640378 , error change = 0.003572 , lambda = 0.200000 , time consumption = 0.482769s

unsuccessful step! iteration = 2199 , error before = 19089.640378 , error next = 19089.644880 , error change = -0.004503 , lambda = 2.000000 , time consumption = 0.486839s

successful step! iteration = 2200 , error before = 19089.640378 , error next = 19089.636848 , error change = 0.003529 , lambda = 0.200000 , time consumption = 0.486515s

unsuccessful step! iteration = 2201 , error before = 19089.636848 , error next = 19089.641297 , error change = -0.004449 , lambda = 2.000000 , time consumption = 0.480199s

successful step! iteration = 2202 , error before = 19089.636848 , error next = 19089.633361 , error change = 0.003487 , lambda = 0.200000 , time consumption = 0.478983s

unsuccessful step! iteration = 2203 , error before = 19089.633361 , error next = 19089.637757 , error change = -0.004395 , lambda = 2.000000 , time consumption = 0.479325s

successful step! iteration = 2204 , error before = 19089.633361 , error next = 19089.629916 , error change = 0.003445 , lambda = 0.200000 , time consumption = 0.487195s

unsuccessful step! iteration = 2205 , error before = 19089.629916 , error next = 19089.634259 , error change = -0.004343 , lambda = 2.000000 , time consumption = 0.484863s

successful step! iteration = 2206 , error before = 19089.629916 , error next = 19089.626512 , error change = 0.003404 , lambda = 0.200000 , time consumption = 0.477598s

unsuccessful step! iteration = 2207 , error before = 19089.626512 , error next = 19089.630803 , error change = -0.004291 , lambda = 2.000000 , time consumption = 0.489385s

successful step! iteration = 2208 , error before = 19089.626512 , error next = 19089.623149 , error change = 0.003363 , lambda = 0.200000 , time consumption = 0.495076s

unsuccessful step! iteration = 2209 , error before = 19089.623149 , error next = 19089.627388 , error change = -0.004239 , lambda = 2.000000 , time consumption = 0.477999s

successful step! iteration = 2210 , error before = 19089.623149 , error next = 19089.619826 , error change = 0.003323 , lambda = 0.200000 , time consumption = 0.473766s

unsuccessful step! iteration = 2211 , error before = 19089.619826 , error next = 19089.624014 , error change = -0.004188 , lambda = 2.000000 , time consumption = 0.475864s

successful step! iteration = 2212 , error before = 19089.619826 , error next = 19089.616543 , error change = 0.003283 , lambda = 0.200000 , time consumption = 0.472803s

unsuccessful step! iteration = 2213 , error before = 19089.616543 , error next = 19089.620681 , error change = -0.004138 , lambda = 2.000000 , time consumption = 0.473875s

successful step! iteration = 2214 , error before = 19089.616543 , error next = 19089.613300 , error change = 0.003244 , lambda = 0.200000 , time consumption = 0.475547s

unsuccessful step! iteration = 2215 , error before = 19089.613300 , error next = 19089.617388 , error change = -0.004089 , lambda = 2.000000 , time consumption = 0.476225s

successful step! iteration = 2216 , error before = 19089.613300 , error next = 19089.610095 , error change = 0.003205 , lambda = 0.200000 , time consumption = 0.472774s

unsuccessful step! iteration = 2217 , error before = 19089.610095 , error next = 19089.614134 , error change = -0.004039 , lambda = 2.000000 , time consumption = 0.473292s

successful step! iteration = 2218 , error before = 19089.610095 , error next = 19089.606929 , error change = 0.003166 , lambda = 0.200000 , time consumption = 0.483994s

unsuccessful step! iteration = 2219 , error before = 19089.606929 , error next = 19089.610920 , error change = -0.003991 , lambda = 2.000000 , time consumption = 0.476463s

successful step! iteration = 2220 , error before = 19089.606929 , error next = 19089.603800 , error change = 0.003128 , lambda = 0.200000 , time consumption = 0.472771s

unsuccessful step! iteration = 2221 , error before = 19089.603800 , error next = 19089.607744 , error change = -0.003943 , lambda = 2.000000 , time consumption = 0.475605s

successful step! iteration = 2222 , error before = 19089.603800 , error next = 19089.600710 , error change = 0.003091 , lambda = 0.200000 , time consumption = 0.467103s

unsuccessful step! iteration = 2223 , error before = 19089.600710 , error next = 19089.604606 , error change = -0.003896 , lambda = 2.000000 , time consumption = 0.466025s

successful step! iteration = 2224 , error before = 19089.600710 , error next = 19089.597656 , error change = 0.003054 , lambda = 0.200000 , time consumption = 0.469204s

unsuccessful step! iteration = 2225 , error before = 19089.597656 , error next = 19089.601505 , error change = -0.003849 , lambda = 2.000000 , time consumption = 0.471308s

successful step! iteration = 2226 , error before = 19089.597656 , error next = 19089.594639 , error change = 0.003017 , lambda = 0.200000 , time consumption = 0.467533s

unsuccessful step! iteration = 2227 , error before = 19089.594639 , error next = 19089.598442 , error change = -0.003803 , lambda = 2.000000 , time consumption = 0.476070s

successful step! iteration = 2228 , error before = 19089.594639 , error next = 19089.591658 , error change = 0.002981 , lambda = 0.200000 , time consumption = 0.478865s

unsuccessful step! iteration = 2229 , error before = 19089.591658 , error next = 19089.595415 , error change = -0.003757 , lambda = 2.000000 , time consumption = 0.468608s

successful step! iteration = 2230 , error before = 19089.591658 , error next = 19089.588713 , error change = 0.002945 , lambda = 0.200000 , time consumption = 0.470143s

unsuccessful step! iteration = 2231 , error before = 19089.588713 , error next = 19089.592425 , error change = -0.003712 , lambda = 2.000000 , time consumption = 0.475824s

successful step! iteration = 2232 , error before = 19089.588713 , error next = 19089.585803 , error change = 0.002910 , lambda = 0.200000 , time consumption = 0.473288s

unsuccessful step! iteration = 2233 , error before = 19089.585803 , error next = 19089.589471 , error change = -0.003668 , lambda = 2.000000 , time consumption = 0.470427s

successful step! iteration = 2234 , error before = 19089.585803 , error next = 19089.582928 , error change = 0.002875 , lambda = 0.200000 , time consumption = 0.469998s

unsuccessful step! iteration = 2235 , error before = 19089.582928 , error next = 19089.586552 , error change = -0.003624 , lambda = 2.000000 , time consumption = 0.485380s

successful step! iteration = 2236 , error before = 19089.582928 , error next = 19089.580088 , error change = 0.002840 , lambda = 0.200000 , time consumption = 0.476489s

unsuccessful step! iteration = 2237 , error before = 19089.580088 , error next = 19089.583668 , error change = -0.003580 , lambda = 2.000000 , time consumption = 0.478814s

successful step! iteration = 2238 , error before = 19089.580088 , error next = 19089.577281 , error change = 0.002806 , lambda = 0.200000 , time consumption = 0.480670s

unsuccessful step! iteration = 2239 , error before = 19089.577281 , error next = 19089.580819 , error change = -0.003537 , lambda = 2.000000 , time consumption = 0.488873s

successful step! iteration = 2240 , error before = 19089.577281 , error next = 19089.574509 , error change = 0.002773 , lambda = 0.200000 , time consumption = 0.482978s

unsuccessful step! iteration = 2241 , error before = 19089.574509 , error next = 19089.578004 , error change = -0.003495 , lambda = 2.000000 , time consumption = 0.492617s

successful step! iteration = 2242 , error before = 19089.574509 , error next = 19089.571769 , error change = 0.002739 , lambda = 0.200000 , time consumption = 0.509972s

unsuccessful step! iteration = 2243 , error before = 19089.571769 , error next = 19089.575222 , error change = -0.003453 , lambda = 2.000000 , time consumption = 0.511419s

successful step! iteration = 2244 , error before = 19089.571769 , error next = 19089.569063 , error change = 0.002707 , lambda = 0.200000 , time consumption = 0.479506s

unsuccessful step! iteration = 2245 , error before = 19089.569063 , error next = 19089.572474 , error change = -0.003412 , lambda = 2.000000 , time consumption = 0.477712s

successful step! iteration = 2246 , error before = 19089.569063 , error next = 19089.566389 , error change = 0.002674 , lambda = 0.200000 , time consumption = 0.487483s

unsuccessful step! iteration = 2247 , error before = 19089.566389 , error next = 19089.569759 , error change = -0.003371 , lambda = 2.000000 , time consumption = 0.480313s

successful step! iteration = 2248 , error before = 19089.566389 , error next = 19089.563747 , error change = 0.002642 , lambda = 0.200000 , time consumption = 0.474649s

unsuccessful step! iteration = 2249 , error before = 19089.563747 , error next = 19089.567077 , error change = -0.003330 , lambda = 2.000000 , time consumption = 0.479994s

successful step! iteration = 2250 , error before = 19089.563747 , error next = 19089.561136 , error change = 0.002610 , lambda = 0.200000 , time consumption = 0.478050s

unsuccessful step! iteration = 2251 , error before = 19089.561136 , error next = 19089.564427 , error change = -0.003290 , lambda = 2.000000 , time consumption = 0.483610s

successful step! iteration = 2252 , error before = 19089.561136 , error next = 19089.558557 , error change = 0.002579 , lambda = 0.200000 , time consumption = 0.482429s

unsuccessful step! iteration = 2253 , error before = 19089.558557 , error next = 19089.561808 , error change = -0.003251 , lambda = 2.000000 , time consumption = 0.479198s

successful step! iteration = 2254 , error before = 19089.558557 , error next = 19089.556009 , error change = 0.002548 , lambda = 0.200000 , time consumption = 0.480779s

unsuccessful step! iteration = 2255 , error before = 19089.556009 , error next = 19089.559221 , error change = -0.003212 , lambda = 2.000000 , time consumption = 0.478696s

successful step! iteration = 2256 , error before = 19089.556009 , error next = 19089.553491 , error change = 0.002518 , lambda = 0.200000 , time consumption = 0.489469s

unsuccessful step! iteration = 2257 , error before = 19089.553491 , error next = 19089.556665 , error change = -0.003173 , lambda = 2.000000 , time consumption = 0.498861s

successful step! iteration = 2258 , error before = 19089.553491 , error next = 19089.551004 , error change = 0.002487 , lambda = 0.200000 , time consumption = 0.497751s

unsuccessful step! iteration = 2259 , error before = 19089.551004 , error next = 19089.554139 , error change = -0.003135 , lambda = 2.000000 , time consumption = 0.487284s

successful step! iteration = 2260 , error before = 19089.551004 , error next = 19089.548547 , error change = 0.002458 , lambda = 0.200000 , time consumption = 0.478399s

unsuccessful step! iteration = 2261 , error before = 19089.548547 , error next = 19089.551644 , error change = -0.003098 , lambda = 2.000000 , time consumption = 0.481515s

successful step! iteration = 2262 , error before = 19089.548547 , error next = 19089.546118 , error change = 0.002428 , lambda = 0.200000 , time consumption = 0.472106s

unsuccessful step! iteration = 2263 , error before = 19089.546118 , error next = 19089.549179 , error change = -0.003061 , lambda = 2.000000 , time consumption = 0.470974s

successful step! iteration = 2264 , error before = 19089.546118 , error next = 19089.543720 , error change = 0.002399 , lambda = 0.200000 , time consumption = 0.481655s

unsuccessful step! iteration = 2265 , error before = 19089.543720 , error next = 19089.546743 , error change = -0.003024 , lambda = 2.000000 , time consumption = 0.502981s

successful step! iteration = 2266 , error before = 19089.543720 , error next = 19089.541349 , error change = 0.002370 , lambda = 0.200000 , time consumption = 0.511778s

unsuccessful step! iteration = 2267 , error before = 19089.541349 , error next = 19089.544337 , error change = -0.002988 , lambda = 2.000000 , time consumption = 0.490223s

successful step! iteration = 2268 , error before = 19089.541349 , error next = 19089.539008 , error change = 0.002342 , lambda = 0.200000 , time consumption = 0.479979s

unsuccessful step! iteration = 2269 , error before = 19089.539008 , error next = 19089.541959 , error change = -0.002952 , lambda = 2.000000 , time consumption = 0.487079s

successful step! iteration = 2270 , error before = 19089.539008 , error next = 19089.536694 , error change = 0.002314 , lambda = 0.200000 , time consumption = 0.483627s

unsuccessful step! iteration = 2271 , error before = 19089.536694 , error next = 19089.539610 , error change = -0.002916 , lambda = 2.000000 , time consumption = 0.487742s

successful step! iteration = 2272 , error before = 19089.536694 , error next = 19089.534408 , error change = 0.002286 , lambda = 0.200000 , time consumption = 0.505270s

unsuccessful step! iteration = 2273 , error before = 19089.534408 , error next = 19089.537289 , error change = -0.002881 , lambda = 2.000000 , time consumption = 0.486858s

successful step! iteration = 2274 , error before = 19089.534408 , error next = 19089.532150 , error change = 0.002258 , lambda = 0.200000 , time consumption = 0.491889s

unsuccessful step! iteration = 2275 , error before = 19089.532150 , error next = 19089.534996 , error change = -0.002847 , lambda = 2.000000 , time consumption = 0.489167s

successful step! iteration = 2276 , error before = 19089.532150 , error next = 19089.529918 , error change = 0.002231 , lambda = 0.200000 , time consumption = 0.483382s

unsuccessful step! iteration = 2277 , error before = 19089.529918 , error next = 19089.532731 , error change = -0.002813 , lambda = 2.000000 , time consumption = 0.485960s

successful step! iteration = 2278 , error before = 19089.529918 , error next = 19089.527714 , error change = 0.002205 , lambda = 0.200000 , time consumption = 0.500373s

unsuccessful step! iteration = 2279 , error before = 19089.527714 , error next = 19089.530493 , error change = -0.002779 , lambda = 2.000000 , time consumption = 0.481085s

successful step! iteration = 2280 , error before = 19089.527714 , error next = 19089.525535 , error change = 0.002178 , lambda = 0.200000 , time consumption = 0.472429s

unsuccessful step! iteration = 2281 , error before = 19089.525535 , error next = 19089.528281 , error change = -0.002746 , lambda = 2.000000 , time consumption = 0.473947s

successful step! iteration = 2282 , error before = 19089.525535 , error next = 19089.523383 , error change = 0.002152 , lambda = 0.200000 , time consumption = 0.471801s

unsuccessful step! iteration = 2283 , error before = 19089.523383 , error next = 19089.526096 , error change = -0.002713 , lambda = 2.000000 , time consumption = 0.474829s

successful step! iteration = 2284 , error before = 19089.523383 , error next = 19089.521257 , error change = 0.002126 , lambda = 0.200000 , time consumption = 0.472174s

unsuccessful step! iteration = 2285 , error before = 19089.521257 , error next = 19089.523937 , error change = -0.002680 , lambda = 2.000000 , time consumption = 0.469053s

successful step! iteration = 2286 , error before = 19089.521257 , error next = 19089.519156 , error change = 0.002101 , lambda = 0.200000 , time consumption = 0.474470s

unsuccessful step! iteration = 2287 , error before = 19089.519156 , error next = 19089.521804 , error change = -0.002648 , lambda = 2.000000 , time consumption = 0.472872s

successful step! iteration = 2288 , error before = 19089.519156 , error next = 19089.517081 , error change = 0.002076 , lambda = 0.200000 , time consumption = 0.475247s

unsuccessful step! iteration = 2289 , error before = 19089.517081 , error next = 19089.519697 , error change = -0.002616 , lambda = 2.000000 , time consumption = 0.471837s

successful step! iteration = 2290 , error before = 19089.517081 , error next = 19089.515030 , error change = 0.002051 , lambda = 0.200000 , time consumption = 0.486384s

unsuccessful step! iteration = 2291 , error before = 19089.515030 , error next = 19089.517615 , error change = -0.002585 , lambda = 2.000000 , time consumption = 0.480050s

successful step! iteration = 2292 , error before = 19089.515030 , error next = 19089.513004 , error change = 0.002026 , lambda = 0.200000 , time consumption = 0.503733s

unsuccessful step! iteration = 2293 , error before = 19089.513004 , error next = 19089.515558 , error change = -0.002554 , lambda = 2.000000 , time consumption = 0.479388s

successful step! iteration = 2294 , error before = 19089.513004 , error next = 19089.511002 , error change = 0.002002 , lambda = 0.200000 , time consumption = 0.486688s

unsuccessful step! iteration = 2295 , error before = 19089.511002 , error next = 19089.513526 , error change = -0.002523 , lambda = 2.000000 , time consumption = 0.489347s

successful step! iteration = 2296 , error before = 19089.511002 , error next = 19089.509025 , error change = 0.001978 , lambda = 0.200000 , time consumption = 0.505278s

unsuccessful step! iteration = 2297 , error before = 19089.509025 , error next = 19089.511518 , error change = -0.002493 , lambda = 2.000000 , time consumption = 0.501197s

successful step! iteration = 2298 , error before = 19089.509025 , error next = 19089.507071 , error change = 0.001954 , lambda = 0.200000 , time consumption = 0.499965s

unsuccessful step! iteration = 2299 , error before = 19089.507071 , error next = 19089.509534 , error change = -0.002463 , lambda = 2.000000 , time consumption = 0.486863s

successful step! iteration = 2300 , error before = 19089.507071 , error next = 19089.505140 , error change = 0.001931 , lambda = 0.200000 , time consumption = 0.519494s

unsuccessful step! iteration = 2301 , error before = 19089.505140 , error next = 19089.507574 , error change = -0.002434 , lambda = 2.000000 , time consumption = 0.481384s

successful step! iteration = 2302 , error before = 19089.505140 , error next = 19089.503233 , error change = 0.001907 , lambda = 0.200000 , time consumption = 0.465272s

unsuccessful step! iteration = 2303 , error before = 19089.503233 , error next = 19089.505637 , error change = -0.002404 , lambda = 2.000000 , time consumption = 0.464404s

successful step! iteration = 2304 , error before = 19089.503233 , error next = 19089.501348 , error change = 0.001885 , lambda = 0.200000 , time consumption = 0.480464s

unsuccessful step! iteration = 2305 , error before = 19089.501348 , error next = 19089.503724 , error change = -0.002375 , lambda = 2.000000 , time consumption = 0.466725s

successful step! iteration = 2306 , error before = 19089.501348 , error next = 19089.499486 , error change = 0.001862 , lambda = 0.200000 , time consumption = 0.464095s

unsuccessful step! iteration = 2307 , error before = 19089.499486 , error next = 19089.501833 , error change = -0.002347 , lambda = 2.000000 , time consumption = 0.466858s

successful step! iteration = 2308 , error before = 19089.499486 , error next = 19089.497647 , error change = 0.001840 , lambda = 0.200000 , time consumption = 0.465301s

unsuccessful step! iteration = 2309 , error before = 19089.497647 , error next = 19089.499965 , error change = -0.002319 , lambda = 2.000000 , time consumption = 0.468335s

successful step! iteration = 2310 , error before = 19089.497647 , error next = 19089.495829 , error change = 0.001818 , lambda = 0.200000 , time consumption = 0.465609s

unsuccessful step! iteration = 2311 , error before = 19089.495829 , error next = 19089.498120 , error change = -0.002291 , lambda = 2.000000 , time consumption = 0.472392s

successful step! iteration = 2312 , error before = 19089.495829 , error next = 19089.494033 , error change = 0.001796 , lambda = 0.200000 , time consumption = 0.464267s

unsuccessful step! iteration = 2313 , error before = 19089.494033 , error next = 19089.496297 , error change = -0.002264 , lambda = 2.000000 , time consumption = 0.472176s

successful step! iteration = 2314 , error before = 19089.494033 , error next = 19089.492259 , error change = 0.001774 , lambda = 0.200000 , time consumption = 0.470426s

unsuccessful step! iteration = 2315 , error before = 19089.492259 , error next = 19089.494495 , error change = -0.002236 , lambda = 2.000000 , time consumption = 0.472553s

successful step! iteration = 2316 , error before = 19089.492259 , error next = 19089.490506 , error change = 0.001753 , lambda = 0.200000 , time consumption = 0.472795s

unsuccessful step! iteration = 2317 , error before = 19089.490506 , error next = 19089.492716 , error change = -0.002210 , lambda = 2.000000 , time consumption = 0.473637s

successful step! iteration = 2318 , error before = 19089.490506 , error next = 19089.488774 , error change = 0.001732 , lambda = 0.200000 , time consumption = 0.477402s

unsuccessful step! iteration = 2319 , error before = 19089.488774 , error next = 19089.490957 , error change = -0.002183 , lambda = 2.000000 , time consumption = 0.471466s

successful step! iteration = 2320 , error before = 19089.488774 , error next = 19089.487063 , error change = 0.001711 , lambda = 0.200000 , time consumption = 0.486125s

unsuccessful step! iteration = 2321 , error before = 19089.487063 , error next = 19089.489220 , error change = -0.002157 , lambda = 2.000000 , time consumption = 0.484370s

successful step! iteration = 2322 , error before = 19089.487063 , error next = 19089.485372 , error change = 0.001691 , lambda = 0.200000 , time consumption = 0.485952s

unsuccessful step! iteration = 2323 , error before = 19089.485372 , error next = 19089.487503 , error change = -0.002131 , lambda = 2.000000 , time consumption = 0.480169s

successful step! iteration = 2324 , error before = 19089.485372 , error next = 19089.483702 , error change = 0.001670 , lambda = 0.200000 , time consumption = 0.481680s

unsuccessful step! iteration = 2325 , error before = 19089.483702 , error next = 19089.485808 , error change = -0.002105 , lambda = 2.000000 , time consumption = 0.481612s

successful step! iteration = 2326 , error before = 19089.483702 , error next = 19089.482052 , error change = 0.001650 , lambda = 0.200000 , time consumption = 0.489102s

unsuccessful step! iteration = 2327 , error before = 19089.482052 , error next = 19089.484132 , error change = -0.002080 , lambda = 2.000000 , time consumption = 0.479345s

successful step! iteration = 2328 , error before = 19089.482052 , error next = 19089.480421 , error change = 0.001630 , lambda = 0.200000 , time consumption = 0.478070s

unsuccessful step! iteration = 2329 , error before = 19089.480421 , error next = 19089.482477 , error change = -0.002055 , lambda = 2.000000 , time consumption = 0.473525s

successful step! iteration = 2330 , error before = 19089.480421 , error next = 19089.478810 , error change = 0.001611 , lambda = 0.200000 , time consumption = 0.492930s

unsuccessful step! iteration = 2331 , error before = 19089.478810 , error next = 19089.480841 , error change = -0.002031 , lambda = 2.000000 , time consumption = 0.495738s

successful step! iteration = 2332 , error before = 19089.478810 , error next = 19089.477219 , error change = 0.001592 , lambda = 0.200000 , time consumption = 0.478924s

unsuccessful step! iteration = 2333 , error before = 19089.477219 , error next = 19089.479225 , error change = -0.002006 , lambda = 2.000000 , time consumption = 0.487766s

successful step! iteration = 2334 , error before = 19089.477219 , error next = 19089.475646 , error change = 0.001573 , lambda = 0.200000 , time consumption = 0.485113s

unsuccessful step! iteration = 2335 , error before = 19089.475646 , error next = 19089.477629 , error change = -0.001982 , lambda = 2.000000 , time consumption = 0.483182s

successful step! iteration = 2336 , error before = 19089.475646 , error next = 19089.474093 , error change = 0.001554 , lambda = 0.200000 , time consumption = 0.491238s

unsuccessful step! iteration = 2337 , error before = 19089.474093 , error next = 19089.476051 , error change = -0.001958 , lambda = 2.000000 , time consumption = 0.482267s

successful step! iteration = 2338 , error before = 19089.474093 , error next = 19089.472558 , error change = 0.001535 , lambda = 0.200000 , time consumption = 0.485331s

unsuccessful step! iteration = 2339 , error before = 19089.472558 , error next = 19089.474493 , error change = -0.001935 , lambda = 2.000000 , time consumption = 0.489254s

successful step! iteration = 2340 , error before = 19089.472558 , error next = 19089.471041 , error change = 0.001517 , lambda = 0.200000 , time consumption = 0.481981s

unsuccessful step! iteration = 2341 , error before = 19089.471041 , error next = 19089.472953 , error change = -0.001912 , lambda = 2.000000 , time consumption = 0.472725s

successful step! iteration = 2342 , error before = 19089.471041 , error next = 19089.469543 , error change = 0.001498 , lambda = 0.200000 , time consumption = 0.472474s

unsuccessful step! iteration = 2343 , error before = 19089.469543 , error next = 19089.471431 , error change = -0.001889 , lambda = 2.000000 , time consumption = 0.474342s

successful step! iteration = 2344 , error before = 19089.469543 , error next = 19089.468062 , error change = 0.001480 , lambda = 0.200000 , time consumption = 0.490489s

unsuccessful step! iteration = 2345 , error before = 19089.468062 , error next = 19089.469928 , error change = -0.001866 , lambda = 2.000000 , time consumption = 0.486535s

successful step! iteration = 2346 , error before = 19089.468062 , error next = 19089.466600 , error change = 0.001463 , lambda = 0.200000 , time consumption = 0.484316s

unsuccessful step! iteration = 2347 , error before = 19089.466600 , error next = 19089.468443 , error change = -0.001844 , lambda = 2.000000 , time consumption = 0.477171s

successful step! iteration = 2348 , error before = 19089.466600 , error next = 19089.465154 , error change = 0.001445 , lambda = 0.200000 , time consumption = 0.488941s

unsuccessful step! iteration = 2349 , error before = 19089.465154 , error next = 19089.466976 , error change = -0.001822 , lambda = 2.000000 , time consumption = 0.497558s

successful step! iteration = 2350 , error before = 19089.465154 , error next = 19089.463727 , error change = 0.001428 , lambda = 0.200000 , time consumption = 0.475670s

unsuccessful step! iteration = 2351 , error before = 19089.463727 , error next = 19089.465526 , error change = -0.001800 , lambda = 2.000000 , time consumption = 0.470646s

successful step! iteration = 2352 , error before = 19089.463727 , error next = 19089.462316 , error change = 0.001411 , lambda = 0.200000 , time consumption = 0.475486s

unsuccessful step! iteration = 2353 , error before = 19089.462316 , error next = 19089.464094 , error change = -0.001778 , lambda = 2.000000 , time consumption = 0.471854s

successful step! iteration = 2354 , error before = 19089.462316 , error next = 19089.460922 , error change = 0.001394 , lambda = 0.200000 , time consumption = 0.475538s

unsuccessful step! iteration = 2355 , error before = 19089.460922 , error next = 19089.462679 , error change = -0.001757 , lambda = 2.000000 , time consumption = 0.481186s

successful step! iteration = 2356 , error before = 19089.460922 , error next = 19089.459545 , error change = 0.001377 , lambda = 0.200000 , time consumption = 0.488218s

unsuccessful step! iteration = 2357 , error before = 19089.459545 , error next = 19089.461281 , error change = -0.001736 , lambda = 2.000000 , time consumption = 0.500880s

successful step! iteration = 2358 , error before = 19089.459545 , error next = 19089.458185 , error change = 0.001361 , lambda = 0.200000 , time consumption = 0.481481s

unsuccessful step! iteration = 2359 , error before = 19089.458185 , error next = 19089.459900 , error change = -0.001715 , lambda = 2.000000 , time consumption = 0.479625s

successful step! iteration = 2360 , error before = 19089.458185 , error next = 19089.456841 , error change = 0.001344 , lambda = 0.200000 , time consumption = 0.488785s

unsuccessful step! iteration = 2361 , error before = 19089.456841 , error next = 19089.458535 , error change = -0.001694 , lambda = 2.000000 , time consumption = 0.472594s

successful step! iteration = 2362 , error before = 19089.456841 , error next = 19089.455512 , error change = 0.001328 , lambda = 0.200000 , time consumption = 0.487861s

unsuccessful step! iteration = 2363 , error before = 19089.455512 , error next = 19089.457187 , error change = -0.001674 , lambda = 2.000000 , time consumption = 0.504024s

successful step! iteration = 2364 , error before = 19089.455512 , error next = 19089.454200 , error change = 0.001312 , lambda = 0.200000 , time consumption = 0.490897s

unsuccessful step! iteration = 2365 , error before = 19089.454200 , error next = 19089.455854 , error change = -0.001654 , lambda = 2.000000 , time consumption = 0.497990s

