number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1

unsuccessful step! iteration = 1241 , error before = 19183.423186 , error next = 19184.851549 , error change = -1.428363 , lambda = 2.000000 , time consumption = 0.466394s

successful step! iteration = 1242 , error before = 19183.423186 , error next = 19182.303391 , error change = 1.119795 , lambda = 0.200000 , time consumption = 0.465029s

unsuccessful step! iteration = 1243 , error before = 19182.303391 , error next = 19183.714823 , error change = -1.411432 , lambda = 2.000000 , time consumption = 0.464798s

successful step! iteration = 1244 , error before = 19182.303391 , error next = 19181.196871 , error change = 1.106520 , lambda = 0.200000 , time consumption = 0.462371s

unsuccessful step! iteration = 1245 , error before = 19181.196871 , error next = 19182.591571 , error change = -1.394700 , lambda = 2.000000 , time consumption = 0.463893s

successful step! iteration = 1246 , error before = 19181.196871 , error next = 19180.103469 , error change = 1.093402 , lambda = 0.200000 , time consumption = 0.461741s

unsuccessful step! iteration = 1247 , error before = 19180.103469 , error next = 19181.481635 , error change = -1.378166 , lambda = 2.000000 , time consumption = 0.467916s

successful step! iteration = 1248 , error before = 19180.103469 , error next = 19179.023032 , error change = 1.080438 , lambda = 0.200000 , time consumption = 0.475393s

unsuccessful step! iteration = 1249 , error before = 19179.023032 , error next = 19180.384858 , error change = -1.361826 , lambda = 2.000000 , time consumption = 0.463949s

successful step! iteration = 1250 , error before = 19179.023032 , error next = 19177.955405 , error change = 1.067627 , lambda = 0.200000 , time consumption = 0.463878s

unsuccessful step! iteration = 1251 , error before = 19177.955405 , error next = 19179.301084 , error change = -1.345679 , lambda = 2.000000 , time consumption = 0.464655s

successful step! iteration = 1252 , error before = 19177.955405 , error next = 19176.900438 , error change = 1.054967 , lambda = 0.200000 , time consumption = 0.461523s

unsuccessful step! iteration = 1253 , error before = 19176.900438 , error next = 19178.230160 , error change = -1.329722 , lambda = 2.000000 , time consumption = 0.463765s

successful step! iteration = 1254 , error before = 19176.900438 , error next = 19175.857982 , error change = 1.042456 , lambda = 0.200000 , time consumption = 0.472636s

unsuccessful step! iteration = 1255 , error before = 19175.857982 , error next = 19177.171936 , error change = -1.313953 , lambda = 2.000000 , time consumption = 0.460989s

successful step! iteration = 1256 , error before = 19175.857982 , error next = 19174.827890 , error change = 1.030092 , lambda = 0.200000 , time consumption = 0.469837s

unsuccessful step! iteration = 1257 , error before = 19174.827890 , error next = 19176.126260 , error change = -1.298370 , lambda = 2.000000 , time consumption = 0.465278s

successful step! iteration = 1258 , error before = 19174.827890 , error next = 19173.810015 , error change = 1.017875 , lambda = 0.200000 , time consumption = 0.462750s

unsuccessful step! iteration = 1259 , error before = 19173.810015 , error next = 19175.092986 , error change = -1.282971 , lambda = 2.000000 , time consumption = 0.478977s

successful step! iteration = 1260 , error before = 19173.810015 , error next = 19172.804214 , error change = 1.005801 , lambda = 0.200000 , time consumption = 0.457526s

unsuccessful step! iteration = 1261 , error before = 19172.804214 , error next = 19174.071967 , error change = -1.267754 , lambda = 2.000000 , time consumption = 0.458330s

successful step! iteration = 1262 , error before = 19172.804214 , error next = 19171.810344 , error change = 0.993870 , lambda = 0.200000 , time consumption = 0.458219s

unsuccessful step! iteration = 1263 , error before = 19171.810344 , error next = 19173.063059 , error change = -1.252716 , lambda = 2.000000 , time consumption = 0.459054s

successful step! iteration = 1264 , error before = 19171.810344 , error next = 19170.828264 , error change = 0.982080 , lambda = 0.200000 , time consumption = 0.461092s

unsuccessful step! iteration = 1265 , error before = 19170.828264 , error next = 19172.066119 , error change = -1.237855 , lambda = 2.000000 , time consumption = 0.455734s

successful step! iteration = 1266 , error before = 19170.828264 , error next = 19169.857836 , error change = 0.970428 , lambda = 0.200000 , time consumption = 0.457168s

unsuccessful step! iteration = 1267 , error before = 19169.857836 , error next = 19171.081005 , error change = -1.223169 , lambda = 2.000000 , time consumption = 0.453080s

successful step! iteration = 1268 , error before = 19169.857836 , error next = 19168.898921 , error change = 0.958914 , lambda = 0.200000 , time consumption = 0.455834s

unsuccessful step! iteration = 1269 , error before = 19168.898921 , error next = 19170.107578 , error change = -1.208657 , lambda = 2.000000 , time consumption = 0.454423s

successful step! iteration = 1270 , error before = 19168.898921 , error next = 19167.951385 , error change = 0.947536 , lambda = 0.200000 , time consumption = 0.456295s

unsuccessful step! iteration = 1271 , error before = 19167.951385 , error next = 19169.145701 , error change = -1.194316 , lambda = 2.000000 , time consumption = 0.457266s

successful step! iteration = 1272 , error before = 19167.951385 , error next = 19167.015092 , error change = 0.936292 , lambda = 0.200000 , time consumption = 0.463262s

unsuccessful step! iteration = 1273 , error before = 19167.015092 , error next = 19168.195236 , error change = -1.180144 , lambda = 2.000000 , time consumption = 0.459121s

successful step! iteration = 1274 , error before = 19167.015092 , error next = 19166.089911 , error change = 0.925181 , lambda = 0.200000 , time consumption = 0.468067s

unsuccessful step! iteration = 1275 , error before = 19166.089911 , error next = 19167.256050 , error change = -1.166139 , lambda = 2.000000 , time consumption = 0.456584s

successful step! iteration = 1276 , error before = 19166.089911 , error next = 19165.175710 , error change = 0.914201 , lambda = 0.200000 , time consumption = 0.458105s

unsuccessful step! iteration = 1277 , error before = 19165.175710 , error next = 19166.328010 , error change = -1.152300 , lambda = 2.000000 , time consumption = 0.455960s

successful step! iteration = 1278 , error before = 19165.175710 , error next = 19164.272359 , error change = 0.903351 , lambda = 0.200000 , time consumption = 0.464933s

unsuccessful step! iteration = 1279 , error before = 19164.272359 , error next = 19165.410983 , error change = -1.138624 , lambda = 2.000000 , time consumption = 0.454952s

successful step! iteration = 1280 , error before = 19164.272359 , error next = 19163.379730 , error change = 0.892628 , lambda = 0.200000 , time consumption = 0.455751s

unsuccessful step! iteration = 1281 , error before = 19163.379730 , error next = 19164.504840 , error change = -1.125109 , lambda = 2.000000 , time consumption = 0.455513s

successful step! iteration = 1282 , error before = 19163.379730 , error next = 19162.497698 , error change = 0.882033 , lambda = 0.200000 , time consumption = 0.460676s

unsuccessful step! iteration = 1283 , error before = 19162.497698 , error next = 19163.609452 , error change = -1.111754 , lambda = 2.000000 , time consumption = 0.465426s

successful step! iteration = 1284 , error before = 19162.497698 , error next = 19161.626136 , error change = 0.871562 , lambda = 0.200000 , time consumption = 0.459117s

unsuccessful step! iteration = 1285 , error before = 19161.626136 , error next = 19162.724693 , error change = -1.098557 , lambda = 2.000000 , time consumption = 0.464257s

successful step! iteration = 1286 , error before = 19161.626136 , error next = 19160.764921 , error change = 0.861215 , lambda = 0.200000 , time consumption = 0.466936s

unsuccessful step! iteration = 1287 , error before = 19160.764921 , error next = 19161.850436 , error change = -1.085515 , lambda = 2.000000 , time consumption = 0.460227s

successful step! iteration = 1288 , error before = 19160.764921 , error next = 19159.913931 , error change = 0.850990 , lambda = 0.200000 , time consumption = 0.456161s

unsuccessful step! iteration = 1289 , error before = 19159.913931 , error next = 19160.986559 , error change = -1.072627 , lambda = 2.000000 , time consumption = 0.458481s

successful step! iteration = 1290 , error before = 19159.913931 , error next = 19159.073045 , error change = 0.840886 , lambda = 0.200000 , time consumption = 0.456059s

unsuccessful step! iteration = 1291 , error before = 19159.073045 , error next = 19160.132937 , error change = -1.059892 , lambda = 2.000000 , time consumption = 0.458815s

successful step! iteration = 1292 , error before = 19159.073045 , error next = 19158.242144 , error change = 0.830901 , lambda = 0.200000 , time consumption = 0.460109s

unsuccessful step! iteration = 1293 , error before = 19158.242144 , error next = 19159.289451 , error change = -1.047307 , lambda = 2.000000 , time consumption = 0.461080s

successful step! iteration = 1294 , error before = 19158.242144 , error next = 19157.421110 , error change = 0.821034 , lambda = 0.200000 , time consumption = 0.457552s

unsuccessful step! iteration = 1295 , error before = 19157.421110 , error next = 19158.455981 , error change = -1.034871 , lambda = 2.000000 , time consumption = 0.455961s

successful step! iteration = 1296 , error before = 19157.421110 , error next = 19156.609826 , error change = 0.811284 , lambda = 0.200000 , time consumption = 0.458166s

unsuccessful step! iteration = 1297 , error before = 19156.609826 , error next = 19157.632408 , error change = -1.022581 , lambda = 2.000000 , time consumption = 0.462398s

successful step! iteration = 1298 , error before = 19156.609826 , error next = 19155.808178 , error change = 0.801649 , lambda = 0.200000 , time consumption = 0.459064s

unsuccessful step! iteration = 1299 , error before = 19155.808178 , error next = 19156.818615 , error change = -1.010437 , lambda = 2.000000 , time consumption = 0.474821s

successful step! iteration = 1300 , error before = 19155.808178 , error next = 19155.016051 , error change = 0.792127 , lambda = 0.200000 , time consumption = 0.465137s

unsuccessful step! iteration = 1301 , error before = 19155.016051 , error next = 19156.014487 , error change = -0.998436 , lambda = 2.000000 , time consumption = 0.462162s

successful step! iteration = 1302 , error before = 19155.016051 , error next = 19154.233332 , error change = 0.782719 , lambda = 0.200000 , time consumption = 0.466818s

unsuccessful step! iteration = 1303 , error before = 19154.233332 , error next = 19155.219909 , error change = -0.986577 , lambda = 2.000000 , time consumption = 0.463549s

successful step! iteration = 1304 , error before = 19154.233332 , error next = 19153.459911 , error change = 0.773421 , lambda = 0.200000 , time consumption = 0.466879s

unsuccessful step! iteration = 1305 , error before = 19153.459911 , error next = 19154.434769 , error change = -0.974858 , lambda = 2.000000 , time consumption = 0.465172s

successful step! iteration = 1306 , error before = 19153.459911 , error next = 19152.695678 , error change = 0.764233 , lambda = 0.200000 , time consumption = 0.469030s

unsuccessful step! iteration = 1307 , error before = 19152.695678 , error next = 19153.658956 , error change = -0.963278 , lambda = 2.000000 , time consumption = 0.469531s

successful step! iteration = 1308 , error before = 19152.695678 , error next = 19151.940524 , error change = 0.755154 , lambda = 0.200000 , time consumption = 0.467725s

unsuccessful step! iteration = 1309 , error before = 19151.940524 , error next = 19152.892358 , error change = -0.951834 , lambda = 2.000000 , time consumption = 0.464473s

successful step! iteration = 1310 , error before = 19151.940524 , error next = 19151.194342 , error change = 0.746182 , lambda = 0.200000 , time consumption = 0.465809s

unsuccessful step! iteration = 1311 , error before = 19151.194342 , error next = 19152.134867 , error change = -0.940526 , lambda = 2.000000 , time consumption = 0.465817s

successful step! iteration = 1312 , error before = 19151.194342 , error next = 19150.457025 , error change = 0.737316 , lambda = 0.200000 , time consumption = 0.461705s

unsuccessful step! iteration = 1313 , error before = 19150.457025 , error next = 19151.386376 , error change = -0.929351 , lambda = 2.000000 , time consumption = 0.470109s

successful step! iteration = 1314 , error before = 19150.457025 , error next = 19149.728470 , error change = 0.728556 , lambda = 0.200000 , time consumption = 0.466252s

unsuccessful step! iteration = 1315 , error before = 19149.728470 , error next = 19150.646778 , error change = -0.918309 , lambda = 2.000000 , time consumption = 0.463102s

successful step! iteration = 1316 , error before = 19149.728470 , error next = 19149.008572 , error change = 0.719898 , lambda = 0.200000 , time consumption = 0.465301s

unsuccessful step! iteration = 1317 , error before = 19149.008572 , error next = 19149.915968 , error change = -0.907397 , lambda = 2.000000 , time consumption = 0.463739s

successful step! iteration = 1318 , error before = 19149.008572 , error next = 19148.297228 , error change = 0.711343 , lambda = 0.200000 , time consumption = 0.464070s

unsuccessful step! iteration = 1319 , error before = 19148.297228 , error next = 19149.193842 , error change = -0.896614 , lambda = 2.000000 , time consumption = 0.478886s

successful step! iteration = 1320 , error before = 19148.297228 , error next = 19147.594339 , error change = 0.702889 , lambda = 0.200000 , time consumption = 0.463756s

unsuccessful step! iteration = 1321 , error before = 19147.594339 , error next = 19148.480297 , error change = -0.885958 , lambda = 2.000000 , time consumption = 0.463787s

successful step! iteration = 1322 , error before = 19147.594339 , error next = 19146.899804 , error change = 0.694535 , lambda = 0.200000 , time consumption = 0.463723s

unsuccessful step! iteration = 1323 , error before = 19146.899804 , error next = 19147.775233 , error change = -0.875429 , lambda = 2.000000 , time consumption = 0.465218s

successful step! iteration = 1324 , error before = 19146.899804 , error next = 19146.213523 , error change = 0.686280 , lambda = 0.200000 , time consumption = 0.466180s

unsuccessful step! iteration = 1325 , error before = 19146.213523 , error next = 19147.078547 , error change = -0.865024 , lambda = 2.000000 , time consumption = 0.496691s

successful step! iteration = 1326 , error before = 19146.213523 , error next = 19145.535400 , error change = 0.678123 , lambda = 0.200000 , time consumption = 0.465836s

unsuccessful step! iteration = 1327 , error before = 19145.535400 , error next = 19146.390142 , error change = -0.854742 , lambda = 2.000000 , time consumption = 0.460773s

successful step! iteration = 1328 , error before = 19145.535400 , error next = 19144.865338 , error change = 0.670062 , lambda = 0.200000 , time consumption = 0.462219s

unsuccessful step! iteration = 1329 , error before = 19144.865338 , error next = 19145.709920 , error change = -0.844582 , lambda = 2.000000 , time consumption = 0.454332s

successful step! iteration = 1330 , error before = 19144.865338 , error next = 19144.203241 , error change = 0.662097 , lambda = 0.200000 , time consumption = 0.467189s

unsuccessful step! iteration = 1331 , error before = 19144.203241 , error next = 19145.037783 , error change = -0.834542 , lambda = 2.000000 , time consumption = 0.462951s

successful step! iteration = 1332 , error before = 19144.203241 , error next = 19143.549016 , error change = 0.654225 , lambda = 0.200000 , time consumption = 0.459326s

unsuccessful step! iteration = 1333 , error before = 19143.549016 , error next = 19144.373637 , error change = -0.824621 , lambda = 2.000000 , time consumption = 0.459963s

successful step! iteration = 1334 , error before = 19143.549016 , error next = 19142.902569 , error change = 0.646447 , lambda = 0.200000 , time consumption = 0.461051s

unsuccessful step! iteration = 1335 , error before = 19142.902569 , error next = 19143.717386 , error change = -0.814817 , lambda = 2.000000 , time consumption = 0.461295s

successful step! iteration = 1336 , error before = 19142.902569 , error next = 19142.263807 , error change = 0.638761 , lambda = 0.200000 , time consumption = 0.462187s

unsuccessful step! iteration = 1337 , error before = 19142.263807 , error next = 19143.068937 , error change = -0.805130 , lambda = 2.000000 , time consumption = 0.460792s

successful step! iteration = 1338 , error before = 19142.263807 , error next = 19141.632641 , error change = 0.631166 , lambda = 0.200000 , time consumption = 0.459984s

unsuccessful step! iteration = 1339 , error before = 19141.632641 , error next = 19142.428198 , error change = -0.795556 , lambda = 2.000000 , time consumption = 0.459360s

successful step! iteration = 1340 , error before = 19141.632641 , error next = 19141.008980 , error change = 0.623661 , lambda = 0.200000 , time consumption = 0.459553s

unsuccessful step! iteration = 1341 , error before = 19141.008980 , error next = 19141.795077 , error change = -0.786097 , lambda = 2.000000 , time consumption = 0.458239s

successful step! iteration = 1342 , error before = 19141.008980 , error next = 19140.392736 , error change = 0.616244 , lambda = 0.200000 , time consumption = 0.459191s

unsuccessful step! iteration = 1343 , error before = 19140.392736 , error next = 19141.169485 , error change = -0.776749 , lambda = 2.000000 , time consumption = 0.455442s

successful step! iteration = 1344 , error before = 19140.392736 , error next = 19139.783820 , error change = 0.608916 , lambda = 0.200000 , time consumption = 0.456595s

unsuccessful step! iteration = 1345 , error before = 19139.783820 , error next = 19140.551332 , error change = -0.767512 , lambda = 2.000000 , time consumption = 0.457003s

successful step! iteration = 1346 , error before = 19139.783820 , error next = 19139.182146 , error change = 0.601674 , lambda = 0.200000 , time consumption = 0.458227s

unsuccessful step! iteration = 1347 , error before = 19139.182146 , error next = 19139.940530 , error change = -0.758384 , lambda = 2.000000 , time consumption = 0.458750s

successful step! iteration = 1348 , error before = 19139.182146 , error next = 19138.587628 , error change = 0.594518 , lambda = 0.200000 , time consumption = 0.458809s

unsuccessful step! iteration = 1349 , error before = 19138.587628 , error next = 19139.336992 , error change = -0.749364 , lambda = 2.000000 , time consumption = 0.458113s

successful step! iteration = 1350 , error before = 19138.587628 , error next = 19138.000182 , error change = 0.587447 , lambda = 0.200000 , time consumption = 0.456928s

unsuccessful step! iteration = 1351 , error before = 19138.000182 , error next = 19138.740633 , error change = -0.740451 , lambda = 2.000000 , time consumption = 0.458453s

successful step! iteration = 1352 , error before = 19138.000182 , error next = 19137.419723 , error change = 0.580459 , lambda = 0.200000 , time consumption = 0.458416s

unsuccessful step! iteration = 1353 , error before = 19137.419723 , error next = 19138.151366 , error change = -0.731644 , lambda = 2.000000 , time consumption = 0.458935s

successful step! iteration = 1354 , error before = 19137.419723 , error next = 19136.846169 , error change = 0.573554 , lambda = 0.200000 , time consumption = 0.458831s

unsuccessful step! iteration = 1355 , error before = 19136.846169 , error next = 19137.569109 , error change = -0.722940 , lambda = 2.000000 , time consumption = 0.459628s

successful step! iteration = 1356 , error before = 19136.846169 , error next = 19136.279438 , error change = 0.566731 , lambda = 0.200000 , time consumption = 0.456531s

unsuccessful step! iteration = 1357 , error before = 19136.279438 , error next = 19136.993778 , error change = -0.714340 , lambda = 2.000000 , time consumption = 0.456294s

successful step! iteration = 1358 , error before = 19136.279438 , error next = 19135.719449 , error change = 0.559989 , lambda = 0.200000 , time consumption = 0.456766s

unsuccessful step! iteration = 1359 , error before = 19135.719449 , error next = 19136.425291 , error change = -0.705842 , lambda = 2.000000 , time consumption = 0.459612s

successful step! iteration = 1360 , error before = 19135.719449 , error next = 19135.166123 , error change = 0.553326 , lambda = 0.200000 , time consumption = 0.458615s

unsuccessful step! iteration = 1361 , error before = 19135.166123 , error next = 19135.863568 , error change = -0.697445 , lambda = 2.000000 , time consumption = 0.458038s

successful step! iteration = 1362 , error before = 19135.166123 , error next = 19134.619380 , error change = 0.546743 , lambda = 0.200000 , time consumption = 0.454802s

unsuccessful step! iteration = 1363 , error before = 19134.619380 , error next = 19135.308527 , error change = -0.689147 , lambda = 2.000000 , time consumption = 0.457071s

successful step! iteration = 1364 , error before = 19134.619380 , error next = 19134.079143 , error change = 0.540237 , lambda = 0.200000 , time consumption = 0.458010s

unsuccessful step! iteration = 1365 , error before = 19134.079143 , error next = 19134.760090 , error change = -0.680947 , lambda = 2.000000 , time consumption = 0.457419s

successful step! iteration = 1366 , error before = 19134.079143 , error next = 19133.545334 , error change = 0.533809 , lambda = 0.200000 , time consumption = 0.456758s

unsuccessful step! iteration = 1367 , error before = 19133.545334 , error next = 19134.218178 , error change = -0.672844 , lambda = 2.000000 , time consumption = 0.459926s

successful step! iteration = 1368 , error before = 19133.545334 , error next = 19133.017878 , error change = 0.527457 , lambda = 0.200000 , time consumption = 0.461683s

unsuccessful step! iteration = 1369 , error before = 19133.017878 , error next = 19133.682715 , error change = -0.664838 , lambda = 2.000000 , time consumption = 0.463944s

successful step! iteration = 1370 , error before = 19133.017878 , error next = 19132.496698 , error change = 0.521180 , lambda = 0.200000 , time consumption = 0.464302s

unsuccessful step! iteration = 1371 , error before = 19132.496698 , error next = 19133.153624 , error change = -0.656926 , lambda = 2.000000 , time consumption = 0.464508s

successful step! iteration = 1372 , error before = 19132.496698 , error next = 19131.981721 , error change = 0.514977 , lambda = 0.200000 , time consumption = 0.473706s

unsuccessful step! iteration = 1373 , error before = 19131.981721 , error next = 19132.630829 , error change = -0.649108 , lambda = 2.000000 , time consumption = 0.470221s

successful step! iteration = 1374 , error before = 19131.981721 , error next = 19131.472873 , error change = 0.508848 , lambda = 0.200000 , time consumption = 0.462009s

unsuccessful step! iteration = 1375 , error before = 19131.472873 , error next = 19132.114256 , error change = -0.641383 , lambda = 2.000000 , time consumption = 0.463756s

successful step! iteration = 1376 , error before = 19131.472873 , error next = 19130.970082 , error change = 0.502792 , lambda = 0.200000 , time consumption = 0.459800s

unsuccessful step! iteration = 1377 , error before = 19130.970082 , error next = 19131.603830 , error change = -0.633749 , lambda = 2.000000 , time consumption = 0.469796s

successful step! iteration = 1378 , error before = 19130.970082 , error next = 19130.473275 , error change = 0.496807 , lambda = 0.200000 , time consumption = 0.469725s

unsuccessful step! iteration = 1379 , error before = 19130.473275 , error next = 19131.099480 , error change = -0.626206 , lambda = 2.000000 , time consumption = 0.463661s

successful step! iteration = 1380 , error before = 19130.473275 , error next = 19129.982381 , error change = 0.490893 , lambda = 0.200000 , time consumption = 0.470385s

unsuccessful step! iteration = 1381 , error before = 19129.982381 , error next = 19130.601133 , error change = -0.618752 , lambda = 2.000000 , time consumption = 0.459583s

successful step! iteration = 1382 , error before = 19129.982381 , error next = 19129.497332 , error change = 0.485050 , lambda = 0.200000 , time consumption = 0.458301s

unsuccessful step! iteration = 1383 , error before = 19129.497332 , error next = 19130.108718 , error change = -0.611386 , lambda = 2.000000 , time consumption = 0.457218s

successful step! iteration = 1384 , error before = 19129.497332 , error next = 19129.018057 , error change = 0.479275 , lambda = 0.200000 , time consumption = 0.463209s

unsuccessful step! iteration = 1385 , error before = 19129.018057 , error next = 19129.622165 , error change = -0.604108 , lambda = 2.000000 , time consumption = 0.459973s

successful step! iteration = 1386 , error before = 19129.018057 , error next = 19128.544487 , error change = 0.473569 , lambda = 0.200000 , time consumption = 0.461822s

unsuccessful step! iteration = 1387 , error before = 19128.544487 , error next = 19129.141403 , error change = -0.596916 , lambda = 2.000000 , time consumption = 0.470059s

successful step! iteration = 1388 , error before = 19128.544487 , error next = 19128.076556 , error change = 0.467931 , lambda = 0.200000 , time consumption = 0.471320s

unsuccessful step! iteration = 1389 , error before = 19128.076556 , error next = 19128.666366 , error change = -0.589810 , lambda = 2.000000 , time consumption = 0.462006s

successful step! iteration = 1390 , error before = 19128.076556 , error next = 19127.614196 , error change = 0.462360 , lambda = 0.200000 , time consumption = 0.459773s

unsuccessful step! iteration = 1391 , error before = 19127.614196 , error next = 19128.196983 , error change = -0.582787 , lambda = 2.000000 , time consumption = 0.463178s

successful step! iteration = 1392 , error before = 19127.614196 , error next = 19127.157341 , error change = 0.456855 , lambda = 0.200000 , time consumption = 0.467039s

unsuccessful step! iteration = 1393 , error before = 19127.157341 , error next = 19127.733190 , error change = -0.575848 , lambda = 2.000000 , time consumption = 0.457663s

successful step! iteration = 1394 , error before = 19127.157341 , error next = 19126.705927 , error change = 0.451415 , lambda = 0.200000 , time consumption = 0.468002s

unsuccessful step! iteration = 1395 , error before = 19126.705927 , error next = 19127.274918 , error change = -0.568992 , lambda = 2.000000 , time consumption = 0.476679s

successful step! iteration = 1396 , error before = 19126.705927 , error next = 19126.259887 , error change = 0.446039 , lambda = 0.200000 , time consumption = 0.457188s

unsuccessful step! iteration = 1397 , error before = 19126.259887 , error next = 19126.822103 , error change = -0.562216 , lambda = 2.000000 , time consumption = 0.454438s

successful step! iteration = 1398 , error before = 19126.259887 , error next = 19125.819160 , error change = 0.440728 , lambda = 0.200000 , time consumption = 0.457367s

unsuccessful step! iteration = 1399 , error before = 19125.819160 , error next = 19126.374681 , error change = -0.555521 , lambda = 2.000000 , time consumption = 0.458192s

successful step! iteration = 1400 , error before = 19125.819160 , error next = 19125.383681 , error change = 0.435479 , lambda = 0.200000 , time consumption = 0.465178s

unsuccessful step! iteration = 1401 , error before = 19125.383681 , error next = 19125.932586 , error change = -0.548905 , lambda = 2.000000 , time consumption = 0.465114s

successful step! iteration = 1402 , error before = 19125.383681 , error next = 19124.953388 , error change = 0.430293 , lambda = 0.200000 , time consumption = 0.460199s

unsuccessful step! iteration = 1403 , error before = 19124.953388 , error next = 19125.495756 , error change = -0.542368 , lambda = 2.000000 , time consumption = 0.463231s

successful step! iteration = 1404 , error before = 19124.953388 , error next = 19124.528220 , error change = 0.425168 , lambda = 0.200000 , time consumption = 0.456691s

unsuccessful step! iteration = 1405 , error before = 19124.528220 , error next = 19125.064129 , error change = -0.535909 , lambda = 2.000000 , time consumption = 0.458966s

successful step! iteration = 1406 , error before = 19124.528220 , error next = 19124.108117 , error change = 0.420104 , lambda = 0.200000 , time consumption = 0.459113s

unsuccessful step! iteration = 1407 , error before = 19124.108117 , error next = 19124.637642 , error change = -0.529526 , lambda = 2.000000 , time consumption = 0.462172s

successful step! iteration = 1408 , error before = 19124.108117 , error next = 19123.693017 , error change = 0.415100 , lambda = 0.200000 , time consumption = 0.458570s

unsuccessful step! iteration = 1409 , error before = 19123.693017 , error next = 19124.216235 , error change = -0.523219 , lambda = 2.000000 , time consumption = 0.459803s

successful step! iteration = 1410 , error before = 19123.693017 , error next = 19123.282862 , error change = 0.410155 , lambda = 0.200000 , time consumption = 0.459229s

unsuccessful step! iteration = 1411 , error before = 19123.282862 , error next = 19123.799848 , error change = -0.516986 , lambda = 2.000000 , time consumption = 0.459442s

successful step! iteration = 1412 , error before = 19123.282862 , error next = 19122.877592 , error change = 0.405269 , lambda = 0.200000 , time consumption = 0.455679s

unsuccessful step! iteration = 1413 , error before = 19122.877592 , error next = 19123.388420 , error change = -0.510828 , lambda = 2.000000 , time consumption = 0.454990s

successful step! iteration = 1414 , error before = 19122.877592 , error next = 19122.477151 , error change = 0.400441 , lambda = 0.200000 , time consumption = 0.456196s

unsuccessful step! iteration = 1415 , error before = 19122.477151 , error next = 19122.981893 , error change = -0.504743 , lambda = 2.000000 , time consumption = 0.455808s

successful step! iteration = 1416 , error before = 19122.477151 , error next = 19122.081480 , error change = 0.395671 , lambda = 0.200000 , time consumption = 0.454825s

unsuccessful step! iteration = 1417 , error before = 19122.081480 , error next = 19122.580210 , error change = -0.498729 , lambda = 2.000000 , time consumption = 0.453878s

successful step! iteration = 1418 , error before = 19122.081480 , error next = 19121.690523 , error change = 0.390957 , lambda = 0.200000 , time consumption = 0.453543s

unsuccessful step! iteration = 1419 , error before = 19121.690523 , error next = 19122.183311 , error change = -0.492788 , lambda = 2.000000 , time consumption = 0.455553s

successful step! iteration = 1420 , error before = 19121.690523 , error next = 19121.304224 , error change = 0.386299 , lambda = 0.200000 , time consumption = 0.465676s

unsuccessful step! iteration = 1421 , error before = 19121.304224 , error next = 19121.791141 , error change = -0.486917 , lambda = 2.000000 , time consumption = 0.460491s

successful step! iteration = 1422 , error before = 19121.304224 , error next = 19120.922528 , error change = 0.381696 , lambda = 0.200000 , time consumption = 0.460119s

unsuccessful step! iteration = 1423 , error before = 19120.922528 , error next = 19121.403643 , error change = -0.481115 , lambda = 2.000000 , time consumption = 0.459837s

successful step! iteration = 1424 , error before = 19120.922528 , error next = 19120.545380 , error change = 0.377148 , lambda = 0.200000 , time consumption = 0.461132s

unsuccessful step! iteration = 1425 , error before = 19120.545380 , error next = 19121.020763 , error change = -0.475383 , lambda = 2.000000 , time consumption = 0.459667s

successful step! iteration = 1426 , error before = 19120.545380 , error next = 19120.172726 , error change = 0.372654 , lambda = 0.200000 , time consumption = 0.459258s

unsuccessful step! iteration = 1427 , error before = 19120.172726 , error next = 19120.642444 , error change = -0.469718 , lambda = 2.000000 , time consumption = 0.458328s

successful step! iteration = 1428 , error before = 19120.172726 , error next = 19119.804513 , error change = 0.368213 , lambda = 0.200000 , time consumption = 0.458074s

unsuccessful step! iteration = 1429 , error before = 19119.804513 , error next = 19120.268634 , error change = -0.464121 , lambda = 2.000000 , time consumption = 0.458651s

successful step! iteration = 1430 , error before = 19119.804513 , error next = 19119.440688 , error change = 0.363825 , lambda = 0.200000 , time consumption = 0.456172s

unsuccessful step! iteration = 1431 , error before = 19119.440688 , error next = 19119.899278 , error change = -0.458590 , lambda = 2.000000 , time consumption = 0.457201s

successful step! iteration = 1432 , error before = 19119.440688 , error next = 19119.081198 , error change = 0.359489 , lambda = 0.200000 , time consumption = 0.468241s

unsuccessful step! iteration = 1433 , error before = 19119.081198 , error next = 19119.534323 , error change = -0.453125 , lambda = 2.000000 , time consumption = 0.464000s

successful step! iteration = 1434 , error before = 19119.081198 , error next = 19118.725993 , error change = 0.355205 , lambda = 0.200000 , time consumption = 0.460870s

unsuccessful step! iteration = 1435 , error before = 19118.725993 , error next = 19119.173718 , error change = -0.447725 , lambda = 2.000000 , time consumption = 0.464074s

successful step! iteration = 1436 , error before = 19118.725993 , error next = 19118.375022 , error change = 0.350972 , lambda = 0.200000 , time consumption = 0.462360s

